diameter0_002,diameter1_002,diameter0_001,diameter1_001,diameter0_004,diameter1_004,diameter0_003,diameter1_003,diameter0_005,diameter1_005,diameter0_006,diameter1_006,diameter0_007,diameter1_007,diameter0_008,diameter1_008
-1.227653131563404,0.8403301561973475,-0.5474326665084936,0.5659038784363272,1.2527823714121933,1.1384949202051864,2.131555005093188,0.6597692884855053,1.4897490726676679,0.36770995084211516,0.7623355449238532,-0.47241868328115844,0.7600913025831959,0.7938819237658535,1.8372627760577396,1.6708529217551291
-1.2107290111358697,0.8403301561973475,-0.5511932952008094,0.5659038784363272,1.2527823714121933,1.143589297362102,2.131555005093188,0.5917408969300838,1.4897490726676679,0.3478143818389527,0.7727653883676716,-0.47241868328115844,0.7318361756374718,0.7938819237658535,1.8372627760577396,1.6964080777734127
-1.205087637660025,0.8386415544448841,-0.5524468380982479,0.5904778671274563,1.2902456600943986,1.145287423081074,2.1350238231635896,0.56906476641161,1.46508508992775,0.34118252550456524,0.7762420028489444,-0.4738284891931945,0.7224177999888971,0.7783981999369156,1.8372627760577396,1.4288064588018148
-1.2128754449755523,0.8377972535686524,-0.5606554750383708,0.6027648614730209,1.3089773044355013,1.1721023961175052,2.1367582321987904,0.5846047935757074,1.4527530985577912,0.341418958702297,0.7862789263522478,-0.4745333921492125,0.7177086121646099,0.7827827737054764,1.8108698329192328,1.4288064588018148
-1.2175481293648687,0.8346977177377963,-0.5655806572024445,0.5957731260570929,1.3264324137217451,1.188191379939364,2.1595465807198755,0.5939288098741657,1.4509320648125368,0.3415608186209361,0.79230108045423,-0.4733260835232997,0.7164772679632438,0.785413517966613,,
-1.2343837173911305,0.8326313605172256,-0.5596799979829608,0.5911119691131409,1.3380691532459077,1.1915122674653038,2.174738813067266,0.59658559479807,1.4497180423157003,0.3454269710667233,0.7963158498555515,-0.47390641635787306,0.7156563718289998,0.7730719617541828,0.397832038097879,1.2950056493160158
-1.2464091374098891,0.832079686481609,-0.5554652413976152,0.5682696685717301,1.3490414768075032,1.1938843299838322,2.1858615113795627,0.5984832983151444,1.4485245678198704,0.34818850852799993,0.7944089503449199,-0.47432093981113976,0.716165791477234,0.7642565644595898,,
-1.262210110369357,0.8316659309548965,-0.5543163208218986,0.551137943165672,1.3572707194786997,1.194641187001183,2.1942035351137856,0.6040070047638615,1.447629461947998,0.34349237240781355,0.7929787757119464,-0.4718784823487934,0.7165478562134097,0.7677625782250574,,
-1.2744997560044988,0.8241961261811608,-0.5534227159296746,0.5436758820972513,1.3411463909064165,1.195229853570234,2.197171359101306,0.6083032208906415,1.4546324488997386,0.33983982209211305,0.789331293057639,-0.46997879321141295,0.7200184281282637,0.7704894778204211,,
-1.2850730689558667,0.8182202823621723,-0.5518298069634062,0.5377062332425147,1.3282469280485902,1.1975941765000846,2.1995456182913222,0.6066473599205141,1.4602348384611312,0.3694850246531831,0.7864133069341932,-0.4698963974811914,0.722794885660147,0.7609986730743744,,
-1.293723961370622,0.8097006778497573,-0.5505265178091866,0.5251549395640915,1.3322104251734304,1.1995286225335986,2.210215521054604,0.6052925645813189,1.4650571963389125,0.39374019038496777,0.7853542794983067,-0.4698289827928283,0.7223523441235756,0.7532334691912452,,
-1.3073612330363666,0.8026010074227449,-0.5498876436886002,0.5146955281654056,1.3355133394441305,1.2054118201784023,2.219107106690672,0.6180312477101295,1.4690758279037304,0.41257943848267065,0.7844717566350679,-0.4681688110411532,0.7225668910866854,0.7467624659553044,,
-1.3189004629073815,0.7990957954382363,-0.5493470578942579,0.5072215928472097,1.3406229010905237,1.210389910493236,2.2142474700732397,0.6288101334345078,1.4721388472990737,0.42852034071918854,0.7804961336555011,-0.46676405032819734,0.7227484308247013,0.7494098148914793,,
-1.3256148526105191,0.7960913280229432,-0.5490083014374434,0.5008153625744703,1.3450025253588607,1.2142862055770463,2.2100820672582975,0.6205070082100155,1.4747642924950828,0.44027003876914517,0.7770884568158725,-0.46184023291413007,0.7245214965826552,0.7516789711224865,,
-1.3314339903532386,0.788019362083771,-0.5487147125082041,0.5042771968096732,1.345725333147315,1.2176629946496818,2.2118307274782283,0.6133109663487886,1.4681952879596498,0.45045311041244085,0.7739757277556524,-0.45757292448860504,0.7260581535728818,0.7524473358465683,,
-1.3390137409896277,0.7809563918869953,-0.5503281704822227,0.5073063017654758,1.3463577899622128,1.2188663349622924,2.2133608051706677,0.6137956714689634,1.462447408991146,0.4604264568703383,0.7712520898279598,-0.45325975870394963,0.7265977983933781,0.7531196549801399,,
-1.34570175625703,0.7806638290740004,-0.5517518098710626,0.5016875868056764,1.3483866243934823,1.2199281058263605,2.210527375883112,0.6142233524573529,1.4631104186261468,0.46922646845083593,0.7734324973563618,-0.4494540241880772,0.7270739555879338,0.7547580031063221,,
-1.3552772440716485,0.7804037732402274,-0.5523421419239417,0.49669317350807685,1.3501900327768328,1.2184905172094576,2.2080087720719517,0.6126865520880496,1.4636997605239253,0.4774441758477528,0.775370637381608,-0.4457408870233181,0.7274972064275386,0.7551448471293498,-0.5441931584496902,1.2950056493160158
-1.3638447858005178,0.773826140392895,-0.5528703337607282,0.49031993702446747,1.3509604225533804,1.2172042537101229,2.2056190115660637,0.611311520178673,1.4641234146358928,0.48479686141341516,0.7772606739408585,-0.442418606402218,0.7264565964852596,0.755490970728901,,
-1.3738688297359416,0.7679062708302958,-0.5541788256186524,0.484584024189219,1.351653773352273,1.2150732108123776,2.203468227110765,0.6061475330554004,1.4645047033366634,0.49394519094017236,0.7789617068441839,-0.4391180988561266,0.7255200475372086,0.750427931345306,-1.0606193763771208,1.2950056493160158
-1.3829382028203727,0.7666061699974407,-0.5553626992043934,0.4825782734519486,1.349371413695933,1.2131451243810842,2.207665136569233,0.6014753542295823,1.480403644905993,0.5022222509881908,0.7732548377734956,-0.43613192536204404,0.7249512502375117,0.7458470861887201,,
-1.391998702321776,0.7654242601493905,-0.5556772921880537,0.48075486369079373,1.3472965412810785,1.2127955342284895,2.211480508804204,0.5989476368860701,1.494857228150838,0.521382401409649,0.7680667749819609,-0.4338157566831193,0.7270300577248625,0.7416826815009145,-0.8920574948984269,1.2950056493160158
-1.4002713323013178,0.7609091587274873,-0.5559645292600913,0.47811296733956943,1.3480572762022554,1.2124763432195984,2.2096952937097876,0.5966397210506895,1.510361896518836,0.5388764517944586,0.7678185626821216,-0.431700993976275,0.7289280993437479,0.7476067776267309,,
-1.4046650491722552,0.7567703157574095,-0.5579043352771119,0.4756912290176138,1.3487546165466675,1.218580440251325,2.2080588465399056,0.5995916601763714,1.5245745091895009,0.5530573434428094,0.7675910347406023,-0.4307814214327019,0.7306679708277263,0.7519298846287031,,
-1.4087072686935176,0.7502271516582192,-0.5596889568127709,0.4748731983526152,1.360289553230467,1.2241962095205132,2.206278522863778,0.6023074441719988,1.5370125072524101,0.5661037637592922,0.764411922104211,-0.4299354146926147,0.7309224689479694,0.7559071430705175,,
-1.4139601158563653,0.7441873078743514,-0.5601153456355852,0.4741180931233858,1.3709371870924358,1.2428907848509447,2.2046351471627363,0.597931730105117,1.548493736233557,0.5761040751008774,0.7614773565936962,-0.42869164797598064,0.7311573902897324,0.7561531433668627,,
-1.4188238632293722,0.7415754208895826,-0.560510150101154,0.4769392242785574,1.38990149910862,1.260200576823566,2.2118604267244786,0.5938801430061525,1.554058785554815,0.585363622639382,0.7569260627117228,-0.42754001212724535,0.7305825224623242,0.7563809214190342,,
