diameter0_001,diameter1_001,diameter0_006,diameter1_006,diameter0_002,diameter1_002,diameter0_003,diameter1_003
,,1.4170183589403762,-0.46609620964483,0.8636340103473497,0.4289914103315435,-1.4048990627453388,-0.534018070033937
,1.0578860099255876,1.3503481039826695,-0.46609620964483,0.8636340103473497,0.4688723184142879,-1.4048990627453388,-0.5842303826411164
,,1.3281246856634341,-0.46580974072479076,0.8734635935298467,0.48216595444186944,-1.4048990627453388,-0.5503217880922051
,0.9916729739890855,1.3542435894951408,-0.46566650626477113,0.8783783851210951,0.4969650444301772,,
,,1.3699149317941646,-0.46286113476886337,0.8771250327720981,0.5058444984231618,,
,0.9783767898797274,1.373422841512647,-0.46099088710492486,0.8762894645394335,0.5033097792863453,,
,,1.3759284913115628,-0.458588161544867,0.8713044719564866,0.5014992656171906,,
,,1.379988413190947,-0.45678611737482355,0.8675657275192764,0.5004081706791771,,
,0.9556073668487279,1.3831461302082457,-0.4576909698346711,0.8689248820026866,0.49955954128294433,,
,,1.3795611951340823,-0.45841485180254915,0.8700122055894146,0.5019927743169607,,
,0.9289278302488648,1.3766280664370394,-0.45767814959204506,0.8663345697093319,0.5039836013447924,,
,,1.3712984206401184,-0.4570642310832917,0.8632698731425962,0.505160366722315,,
,0.9191484535696293,1.3667887203504159,-0.45959916684794566,0.8568823990790281,0.5061560912725266,,
,,1.3601498392953684,-0.46177196893193484,0.8514074213102555,0.5030165600023608,-1.4048990627453388,-0.5333674908177495
,0.9149114713833034,1.3543961423809938,-0.4610666650887573,0.8501981249844975,0.5002956329015504,,
,,1.3509148535667537,-0.46044952422597696,0.8491399906994592,0.497913552435142,-1.4048990627453388,-0.5183418990516773
,0.901090949807517,1.3478431281424241,-0.4614809307881164,0.8493035573741785,0.4958117167294875,,
,,1.3389905339794643,-0.4623977366211293,0.8494489499739291,0.49716500666191177,-1.4048990627453388,-0.5109625266987295
,0.8945535924283489,1.3310697918336583,-0.46393272031775706,0.8486804519412922,0.4983758450225018,-1.4048990627453388,-0.5031688925303406
,,1.3285284041965184,-0.4653142056447219,0.8479888037119192,0.49915431720154635,-1.4048990627453388,-0.48284426765025085
,0.887012370283012,1.3262290534772014,-0.46629600279857863,0.8478291891272127,0.4998586491730628,-1.4048990627453388,-0.4604881809156469
,,1.3229051243729404,-0.467188545665721,0.8476840849592976,0.4988352967317887,-1.4048990627453388,-0.4497434129020266
,0.8892059767382954,1.3198702325820932,-0.4680099192412722,0.846668625662605,0.49790093145932107,-1.4048990627453388,-0.4425950921657703
,,1.3160971956680478,-0.46876284501886073,0.8457377879739701,0.4979332787182515,-1.4048990627453388,-0.4330463571259653
,0.8833894492545094,1.3126260017071258,-0.4696593902235965,0.8455780062566443,0.4979630381964675,-1.4048990627453388,-0.41720764953160927
,,1.308324617927899,-0.47048697041258336,0.8454305154406511,0.4983833407511734,-1.4048990627453388,-0.3952323907824291
,0.8775567920245172,1.3043418551693553,-0.4720531973288083,0.846186449650454,0.49877250978330856,-2.2046137779339077,-0.3745711230821254
,,1.3019360793819617,-0.4735075508938743,0.8468883885595566,0.4981440933341938,-2.684442607047049,-0.3626962696849839
,0.8671042921213031,1.2996962191661123,-0.47408086468316446,0.847943692334243,0.4975590159505352,-3.0043284931224767,-0.34674666615491545
,,1.2973758087779739,-0.47461595755316854,0.8472029661559393,0.4970129437257872,,
,0.8585931489604258,1.2952051022858442,-0.4757832485100329,0.8465100287633325,0.49736365864270454,,
,,1.2910316773560646,-0.4768775837820932,0.8474102984731701,0.4976924538773146,,
,0.8553783901096935,1.2871111872705143,-0.4781501819885016,0.8482560063824115,0.497231782905178,,
,,1.28647739065302,-0.47934792147688604,0.8465456578666084,0.49679821022552,,
,0.8542964946569448,1.2858798109850968,-0.48062973867505465,0.8449330435517084,0.4971218341072332,,
,,1.283469798506379,-0.48184034380665836,0.8451962244775671,0.49742747888440675,,
,0.8449986495887631,1.2811900569724566,-0.4826961914142554,0.8454451794074335,0.49870982426843086,,
,0.8409520915244427,1.2804692865698395,-0.4835069944109263,0.8448716350722764,0.4999246777901379,,
,,1.279785478751972,-0.48381095132062374,0.8443275032671272,0.5005895833658367,-3.0043284931224767,-0.3325692407948546
,,1.278038664489189,-0.48409971038483623,0.8438756694612615,0.5012212436627506,-3.0043284931224767,-0.3190149190107928
,0.8308612296209917,1.276377060678249,-0.4846588662745488,0.8434458763288523,0.5012295841041813,-3.0043284931224767,-0.3107930257028898
,0.8278439271357039,1.2744825204800214,-0.48519139569332265,0.8427023612281707,0.5012375273817343,-3.0043284931224767,-0.2929269382036261
,,1.2726760984305485,-0.48621314373729946,0.8419934282251952,0.5018848673398315,-3.0043284931224767,-0.2834958615503196
,0.8209996209561758,1.2682691263823143,-0.4871884486883682,0.8424078252728099,0.5025027827543788,-3.0043284931224767,-0.2744212495318702
,,1.2640580197584461,-0.48777355522888655,0.842803804673864,0.5025961517093668,-3.0043284931224767,-0.2632490006535771
,0.8116534771202383,1.2614066179225514,-0.4883332223545996,0.8427182455741509,0.5026854611445727,-3.0043284931224767,-0.2519200834708691
,,1.2588680416966949,-0.4888875949927718,0.8426363272871914,0.5030338344955526,-2.7079926242161103,-0.2429426896627023
,0.8070548997938185,1.2538758476001013,-0.48941886877102014,0.8415636540533268,0.5033676922902418,-2.4857407225363355,-0.2337200522790182
,,1.2490874165278587,-0.4897434973433828,0.8405347634004362,0.5036785354174561,-2.312878132340955,-0.22205333107843428
,0.8038522243146821,1.2449953246145062,-0.49005514077285106,0.8398954357042433,0.5039769448195818,-2.173711547013768,-0.21119121133995955
,,1.2410637068938342,-0.4903584946411694,0.8392811796824111,0.5050745859197732,-2.059847977200615,-0.2011462700981098
,0.7970240491035129,1.2364121462442947,-0.490650181053014,0.8392339269882806,0.5061300100545727,,
,,1.2319361161853042,-0.4907401245536289,0.8391884574146833,0.5064039848054841,,
,0.7927574600345083,1.2289561240373525,-0.4908267368134804,0.8393339845207666,0.5066678123433987,,
,,1.2260844952402354,-0.4908248489748688,0.8394742197320832,0.5070137804980414,,
,0.7880448053206169,1.2229618651157845,-0.49082302855906473,0.8396094465429957,0.5078609714098009,,
,,1.2199488009606125,-0.4912177663500527,0.8399818114029832,0.5086784363246567,,
,0.7835480344641034,1.2172254193918517,-0.49159889249307553,0.8403413360953847,0.5096277656453881,,
