diameter0_001,diameter1_001,diameter0_006,diameter1_006,diameter0_002,diameter1_002,diameter0_003,diameter1_003
,,,,0.6164396810469392,,,-3.0952015128473187
,-1.617831580004264,,,,,,
,-1.6195924329282878,,,0.5740356628988443,,,
,-1.6182127857736266,,,,,,-2.9375731547235526
,-1.6174889515988613,,,0.46419144582457644,,,
,-1.617573652682649,,,,,,
,-1.6176577120873048,,,,,,
,-1.6179140074592022,,,,,,
,-1.6148721075672778,,,,,,
,-1.6157164629920246,,,,,,
0.2837670807166866,-1.6161462858945164,,,,,,
0.2837670807166866,-1.6165702568927507,,,-0.4801545650788052,,,-3.5731072220184656
0.2837670807166866,-1.6169218462245551,,,,,,
0.2837670807166866,-1.617389968596607,,,-1.8917434966669155,,,
,,,,,,,-3.434054500831328
,,,,-2.1474181449153145,,,
0.2837670807166866,-1.6177912163440797,,,,,,
0.2837670807166866,-1.6172994025773564,,,,,,
0.2837670807166866,-1.61750140896705,,,,,,
0.2804969648751145,-1.6181346027130807,,,,,,
0.2783168876473998,-1.6186288072935644,,,,,,
0.27675968962760356,-1.619822378450336,,,,,,
0.27620351136964383,-1.6208965924914303,,-0.8741433343736628,,,,
0.27577092828011956,-1.6220960300357459,,,-2.1474181449153145,1.4070224469161559,,
,,,,-2.1474181449153145,1.4073150378644366,,
0.27577092828011956,-1.6231864278033052,,,-2.1474181449153145,1.4070612483787552,,
0.27043646661141196,-1.6239096019205181,,,-1.7638271697907124,1.4263183166663285,,
0.2660719070642876,-1.6245225186981145,,,-1.476133938447261,1.4295918873048385,,
0.26243477410835064,-1.6248752441834386,,,-1.2523725362912432,1.4339706055561408,,-3.438370751197214
,,,-0.7411670543925395,-1.2523725362912432,1.4370982614499284,,
,,,,-1.0856175147361937,1.441371231748469,,-2.814455874528164
,,,,-0.9491815880093352,1.4457804975323045,,
,,,,-0.8354849824036198,1.450454098587898,,
,,,,-0.7323723097061235,1.4542779539970203,,
,,,,-0.6439900188225554,1.4570107684763707,,
,,,,-0.5701564330622382,1.4593231499588981,,
0.26243477410835064,-1.6252008369391224,,,-0.5055520455219608,1.4586278327946063,,-3.0090784837520457
0.26243477410835064,-1.625675319630186,,,-0.44150030808645463,1.4580252245855532,,
,,,,-0.3845654303660047,1.4592881029511675,,
0.26243477410835064,-1.6263192730041958,,,-0.3336236976687601,1.4610965709181485,,-3.185749668424216
,,,,-0.28777613824123993,1.4638252392035032,,
0.26243477410835064,-1.6269006912468036,,,,,,-3.2655998887317943
,,,,-0.2455602085393092,1.4662666792482941,,
0.26243477410835064,-1.627072150515672,,,-0.20718209062846313,1.4683792787407648,,
0.26243477410835064,-1.6279365675404882,,,-0.17214120036203842,1.469686465497757,,
0.26243477410835064,-1.6288040177695824,,,-0.1386563497800992,1.470874817095023,,
0.26243477410835064,-1.6293710285885188,,,-0.10785028724471507,1.4725940548976102,,
0.26243477410835064,-1.629952726791829,,,-0.07871115017159482,1.474170022883315,,
0.26243477410835064,-1.6309991213268147,,,-0.051730467696483456,1.4757536524848947,,
