GSR Conductance CAL (u Siemens)_001 ,GSR Conductance CAL (u Siemens)_006 ,GSR Conductance CAL (u Siemens)_002 ,GSR Conductance CAL (u Siemens)_003
                                    ,                                    ,1.1465182832608705                  ,-0.2745067174578006
-1.324016120451931                  ,                                    ,                                    ,
-1.3301756227806947                 ,                                    ,1.1203668930938162                  ,
-1.324016120451931                  ,                                    ,                                    ,-0.29080905658258144
-1.3301756227806947                 ,                                    ,1.1203668930938162                  ,
-1.324016120451931                  ,                                    ,                                    ,
-1.3363341229125287                 ,                                    ,                                    ,
-1.3301756227806947                 ,                                    ,                                    ,
-1.3301756227806947                 ,                                    ,                                    ,
-1.3363341229125287                 ,                                    ,                                    ,
-1.3301756227806947                 ,                                    ,                                    ,
-1.3363341229125287                 ,                                    ,1.1203668930938162                  ,-0.29080905658258144
-1.3301756227806947                 ,                                    ,                                    ,
-1.3424936252412925                 ,                                    ,1.1203668930938162                  ,
                                    ,                                    ,                                    ,-0.30710835081772375
                                    ,                                    ,1.1203668930938162                  ,
-1.3486521253731267                 ,                                    ,                                    ,
-1.3424936252412925                 ,                                    ,                                    ,
-1.3486521253731267                 ,                                    ,                                    ,
-1.3548116277018905                 ,                                    ,                                    ,
-1.3486521253731267                 ,                                    ,                                    ,
-1.3486521253731267                 ,                                    ,                                    ,
-1.3548116277018905                 ,-1.4077212388478089                 ,                                    ,
-1.3548116277018905                 ,                                    ,1.1203668930938162                  ,
                                    ,                                    ,1.1203668930938162                  ,
-1.3609701278337247                 ,                                    ,1.1203668930938162                  ,
-1.3548116277018905                 ,                                    ,1.1203668930938162                  ,
-1.3609701278337247                 ,                                    ,1.1203668930938162                  ,
-1.3609701278337247                 ,                                    ,1.1203668930938162                  ,-0.30710835081772375
                                    ,-1.1222146208519397                 ,1.1203668930938162                  ,
                                    ,                                    ,1.1203668930938162                  ,-0.30710835081772375
                                    ,                                    ,1.1203668930938162                  ,
                                    ,                                    ,1.0942141343888918                  ,
                                    ,                                    ,1.1203668930938162                  ,
                                    ,                                    ,1.1203668930938162                  ,
                                    ,                                    ,1.1203668930938162                  ,
-1.3671296301624885                 ,                                    ,1.1203668930938162                  ,-0.3234076450528604
-1.3671296301624885                 ,                                    ,1.0942141343888918                  ,
                                    ,                                    ,1.1203668930938162                  ,
-1.3794476326230865                 ,                                    ,1.0942141343888918                  ,-0.3234076450528604
                                    ,                                    ,1.0942141343888918                  ,
-1.3794476326230865                 ,                                    ,                                    ,-0.3234076450528604
                                    ,                                    ,1.0942141343888918                  ,
-1.3794476326230865                 ,                                    ,1.0942141343888918                  ,
-1.3856061327549207                 ,                                    ,1.0942141343888918                  ,
-1.3856061327549207                 ,                                    ,1.1203668930938162                  ,
-1.3794476326230865                 ,                                    ,1.0942141343888918                  ,
-1.3856061327549207                 ,                                    ,1.0942141343888918                  ,
-1.3917656350836844                 ,                                    ,1.0942141343888918                  ,
-1.3856061327549207                 ,                                    ,1.0942141343888918                  ,
-1.3917656350836844                 ,                                    ,1.0942141343888918                  ,
-1.3856061327549207                 ,                                    ,1.0942141343888918                  ,-0.3234076450528604
-1.3917656350836844                 ,                                    ,1.0942141343888918                  ,
-1.3917656350836844                 ,                                    ,1.0942141343888918                  ,
                                    ,                                    ,1.1203668930938162                  ,
                                    ,                                    ,1.0942141343888918                  ,
                                    ,                                    ,1.0942141343888918                  ,
                                    ,                                    ,1.0942141343888918                  ,-0.3234076450528604
-1.3979241352155187                 ,                                    ,1.0942141343888918                  ,
-1.3979241352155187                 ,                                    ,1.0942141343888918                  ,-0.3397069392880084
-1.4040836375442824                 ,                                    ,1.0942141343888918                  ,
-1.4040836375442824                 ,                                    ,1.0942141343888918                  ,-0.3397069392880084
-1.3979241352155187                 ,                                    ,1.0942141343888918                  ,
-1.4040836375442824                 ,                                    ,1.0942141343888918                  ,-0.3397069392880084
-1.4040836375442824                 ,                                    ,1.0942141343888918                  ,
-1.4040836375442824                 ,                                    ,1.0942141343888918                  ,
-1.4040836375442824                 ,                                    ,1.0942141343888918                  ,
-1.4040836375442824                 ,                                    ,1.0942141343888918                  ,
                                    ,                                    ,1.0942141343888918                  ,
                                    ,                                    ,1.0942141343888918                  ,
-1.4102421376761165                 ,                                    ,1.0942141343888918                  ,
-1.4102421376761165                 ,                                    ,1.0942141343888918                  ,
-1.4164016400048784                 ,                                    ,1.0942141343888918                  ,
-1.4102421376761165                 ,                                    ,1.0942141343888918                  ,
-1.4225601401367145                 ,                                    ,1.0942141343888918                  ,
-1.4102421376761165                 ,                                    ,1.0942141343888918                  ,-0.3397069392880084
                                    ,                                    ,1.0942141343888918                  ,
                                    ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0942141343888918                  ,
                                    ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0942141343888918                  ,
-1.4225601401367145                 ,                                    ,1.0942141343888918                  ,
-1.4225601401367145                 ,                                    ,1.0942141343888918                  ,
-1.4225601401367145                 ,                                    ,1.0680627442218402                  ,
-1.4287196424654782                 ,                                    ,1.0680627442218402                  ,
-1.4287196424654782                 ,                                    ,1.0680627442218402                  ,
-1.4225601401367145                 ,                                    ,1.0942141343888918                  ,
-1.4287196424654782                 ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0680627442218402                  ,
-1.4287196424654782                 ,                                    ,1.0680627442218402                  ,
-1.4287196424654782                 ,                                    ,1.0942141343888918                  ,
-1.4287196424654782                 ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0942141343888918                  ,
                                    ,                                    ,1.0680627442218402                  ,
-1.4348781425973125                 ,                                    ,1.0680627442218402                  ,
-1.4348781425973125                 ,                                    ,1.0680627442218402                  ,-0.37230857264793155
-1.4410376449260762                 ,                                    ,1.0680627442218402                  ,
-1.4348781425973125                 ,                                    ,1.0680627442218402                  ,
-1.4410376449260762                 ,                                    ,1.0680627442218402                  ,
-1.4410376449260762                 ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0942141343888918                  ,
                                    ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0680627442218402                  ,
-1.4471961450579105                 ,                                    ,1.0680627442218402                  ,
-1.4410376449260762                 ,                                    ,1.0680627442218402                  ,
-1.4533556473866722                 ,                                    ,1.0680627442218402                  ,
-1.4410376449260762                 ,                                    ,1.0419113540547835                  ,-0.38860786688307386
-1.4533556473866722                 ,                                    ,1.0680627442218402                  ,
-1.4471961450579105                 ,                                    ,1.0680627442218402                  ,
-1.4471961450579105                 ,                                    ,1.0680627442218402                  ,
-1.4533556473866722                 ,                                    ,1.0680627442218402                  ,
-1.4533556473866722                 ,                                    ,1.0680627442218402                  ,
-1.4595141475185065                 ,                                    ,1.0680627442218402                  ,-0.37230857264793155
-1.4533556473866722                 ,                                    ,1.0680627442218402                  ,
-1.4533556473866722                 ,                                    ,1.0680627442218402                  ,
-1.4533556473866722                 ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0419113540547835                  ,
                                    ,                                    ,1.0680627442218402                  ,
                                    ,                                    ,1.0419113540547835                  ,
                                    ,                                    ,1.0680627442218402                  ,
-1.4656736498472722                 ,                                    ,1.0419113540547835                  ,-0.4049071611182219
-1.4595141475185065                 ,                                    ,1.0419113540547835                  ,
-1.4656736498472722                 ,                                    ,1.0419113540547835                  ,
-1.4656736498472722                 ,                                    ,1.0680627442218402                  ,
-1.4595141475185065                 ,                                    ,1.0419113540547835                  ,
-1.4656736498472722                 ,                                    ,1.0419113540547835                  ,
-1.4656736498472722                 ,                                    ,1.0419113540547835                  ,-0.38860786688307386
-1.4656736498472722                 ,                                    ,1.0680627442218402                  ,
-1.4656736498472722                 ,                                    ,1.0419113540547835                  ,-0.4049071611182219
                                    ,                                    ,1.0419113540547835                  ,
                                    ,                                    ,1.0419113540547835                  ,-0.38860786688307386
-1.4656736498472722                 ,                                    ,1.0419113540547835                  ,
-1.4656736498472722                 ,                                    ,1.0680627442218402                  ,
-1.4718321499791063                 ,                                    ,1.0419113540547835                  ,
