timestamp,Timestamp RAW (no units)_002,Timestamp CAL (mSecs)_002,System Timestamp CAL (mSecs)_002,Wide Range Accelerometer X RAW (no units)_002,Wide Range Accelerometer X CAL (m/(sec ^2))_002,Wide Range Accelerometer Y RAW (no units)_002,Wide Range Accelerometer Y CAL (m/(sec ^2))_002,Wide Range Accelerometer Z RAW (no units)_002,Wide Range Accelerometer Z CAL (m/(sec ^2))_002,VSenseBatt RAW (no units)_002,VSenseBatt CAL (m Volts)_002,Internal ADC A13 RAW (no units)_002,Internal ADC A13 CAL (m Volts)_002,GSR RAW (no units)_002,GSR CAL (kOhms)_002,GSR Conductance CAL (u Siemens)_002,confidence_002,norm_pos_x_002,norm_pos_y_002,gaze_point_3d_x_002,gaze_point_3d_y_002,gaze_point_3d_z_002,eye_center0_3d_x_002,eye_center0_3d_y_002,eye_center0_3d_z_002,eye_center1_3d_x_002,eye_center1_3d_y_002,eye_center1_3d_z_002,gaze_normal0_x_002,gaze_normal0_y_002,gaze_normal0_z_002,gaze_normal1_x_002,gaze_normal1_y_002,gaze_normal1_z_002,diameter0_2d_002,diameter1_2d_002,diameter0_3d_002,diameter1_3d_002
327740.1042389,1731598.0,1190179.75,1711217704960.0,-512.0,0.3139178454875946,272.0,0.1667688488960266,-15744.0,9.652973175048828,2660.0,3874.05126953125,2541.0,1861.5384521484375,18038.0,201.623779296875,4.959732532501221,0.9998903274536133,0.43873482641779143,0.3157380089247276,-26.576045988742212,35.49067596342036,292.4599880166337,20.119680322133977,14.065736035557187,-21.8174007310805,-40.78363448460042,12.941884879869491,-21.920733057924267,-0.14651178977522414,0.060737319741174245,0.9873425309625424,0.044909910249474626,0.0780068368772749,0.9959407780394305,54.07800588608685,49.04126601747206,3.553507088297878,3.5394290348712474
327740.2045101,1731854.0,1190187.5,1711217704960.0,-544.0,0.3335376977920532,304.0,0.18638871610164642,-15680.0,9.613734245300293,2669.0,3887.158935546875,2559.0,1874.7252197265625,18038.0,201.623779296875,4.959732532501221,0.9860318899154663,0.438543491766899,0.31528328965551844,-26.60781605818014,35.53333686402193,291.7878619423277,20.119680322133977,14.065736035557187,-21.8174007310805,-40.78363448460042,12.941884879869491,-21.920733057924267,-0.14691986847373084,0.061297789390938544,0.9872472503195164,0.044909910249474626,0.0780068368772749,0.9959407780394305,54.21379729626783,49.04126601747206,3.562402194090943,3.5394290348712474
327740.3055855,1732110.0,1190195.25,1711217704960.0,-560.0,0.3433476388454437,320.0,0.19619865715503693,-15680.0,9.613734245300293,2670.0,3888.615478515625,2565.0,1879.120849609375,18037.0,201.83152770996094,4.95462703704834,0.9860318899154663,0.43851940619543034,0.3145555121595155,-26.633085224809093,35.74659105066871,291.9165443444559,20.119680322133977,14.065736035557187,-21.8174007310805,-40.78363448460042,12.941884879869491,-21.920733057924267,-0.14691986847373084,0.061297789390938544,0.9872472503195164,0.04479741784855364,0.07929069573293498,0.9958444541816203,54.21379729626783,49.01447484988854,3.562402194090943,3.537992308422935
327740.4063493,1732366.0,1190203.125,1711217704960.0,-592.0,0.36296749114990234,272.0,0.1667688488960266,-15696.0,9.623543739318848,2662.0,3876.964111328125,2557.0,1873.2601318359375,18038.0,201.623779296875,4.959732532501221,0.9815093278884888,0.4381463931510526,0.31477426910665884,-26.6904662051233,35.52835743665805,290.6021065211976,20.119680322133977,14.065736035557187,-21.8174007310805,-40.78363448460042,12.941884879869491,-21.920733057924267,-0.14769882206778262,0.060499657580586806,0.9871802517232714,0.04479741784855364,0.07929069573293498,0.9958444541816203,54.03930407929654,49.01447484988854,3.551250810795772,3.537992308422935
327740.5067996,1732622.0,1190211.0,1711217704960.0,-544.0,0.3335376977920532,272.0,0.1667688488960266,-15648.0,9.594114303588867,2659.0,3872.594970703125,2545.0,1864.4688720703125,18038.0,201.623779296875,4.959732532501221,0.9815093278884888,0.4385210136371783,0.3140256455792714,-26.237159406949743,35.355917181419706,287.5694687247289,20.119680322133977,14.065736035557187,-21.8174007310805,-40.78363448460042,12.941884879869491,-21.920733057924267,-0.14769882206778262,0.060499657580586806,0.9871802517232714,0.04669033758213073,0.07954787135640569,0.9957369876323422,54.03930407929654,48.96154031993061,3.551250810795772,3.5343153338089603
327740.6082659,1732878.0,1190218.75,1711217704960.0,-512.0,0.3139178454875946,256.0,0.1569589227437973,-15696.0,9.623543739318848,2668.0,3885.70263671875,2558.0,1873.99267578125,18037.0,201.83152770996094,4.95462703704834,1.0,0.43786635806666957,0.3128102086161847,-26.344694602739317,35.40883593791851,285.3507516953576,20.119680322133977,14.065736035557187,-21.8174007310805,-40.78363448460042,12.941884879869491,-21.920733057924267,-0.14908739241489438,0.061832217133415704,0.9868889128707917,0.04669033758213073,0.07954787135640569,0.9957369876323422,53.71259918576538,48.96154031993061,3.5296168967999026,3.5343153338089603
327740.7086282,1733134.0,1190226.5,1711217704960.0,-480.0,0.2942979633808136,272.0,0.1667688488960266,-15680.0,9.613734245300293,2670.0,3888.615478515625,2562.0,1876.923095703125,18037.0,201.83152770996094,4.95462703704834,1.0,0.43807286289455866,0.31345513925818336,-26.1052140725106,35.04741247111161,283.81813759986534,20.119680322133977,14.065736035557187,-21.8174007310805,-40.78363448460042,12.941884879869491,-21.920733057924267,-0.14908739241489438,0.061832217133415704,0.9868889128707917,0.047721087532190315,0.07791813215225393,0.9958169824253092,53.71259918576538,48.97970394666971,3.5296168967999026,3.536150326892042
327740.8095716,1733390.0,1190234.375,1711217704960.0,-480.0,0.2942979633808136,256.0,0.1569589227437973,-15744.0,9.652973175048828,2660.0,3874.05126953125,2550.0,1868.1318359375,18037.0,201.83152770996094,4.95462703704834,0.9609457850456238,0.4382619309923439,0.31378261937640595,-26.07408315749278,35.037800086669364,284.44915384853994,20.119680322133977,14.065736035557187,-21.8174007310805,-40.78363448460042,12.941884879869491,-21.920733057924267,-0.14868704230126423,0.06148776645789425,0.9869708293702107,0.047721087532190315,0.07791813215225393,0.9958169824253092,53.49435656875082,48.97970394666971,3.5153589531953395,3.536150326892042
327740.9105559,1733646.0,1190242.25,1711217704960.0,-544.0,0.3335376977920532,224.0,0.1373390555381775,-15728.0,9.643163681030273,2668.0,3885.70263671875,2553.0,1870.3297119140625,18037.0,201.83152770996094,4.95462703704834,0.9575316607952118,0.4381577882757125,0.3136874758202497,-26.195851831894444,35.16129687959287,285.24278842286856,20.119680322133977,14.065736035557187,-21.8174007310805,-40.78363448460042,12.941884879869491,-21.920733057924267,-0.14868704230126423,0.06148776645789425,0.9869708293702107,0.04719887974760014,0.07835459274458481,0.9958076237639485,53.49435656875082,48.72933588395357,3.5153589531953395,3.51790497092499
327741.0115999,1733902.0,1190250.0,1711217704960.0,-544.0,0.3335376977920532,240.0,0.1471489816904068,-15712.0,9.633354187011719,2662.0,3876.964111328125,2551.0,1868.864501953125,18037.0,201.83152770996094,4.95462703704834,0.9697841107845306,0.43884839522402147,0.31566714076852587,-26.07877116556103,34.91630113093106,287.57525839000397,20.119680322133977,14.065736035557187,-21.8174007310805,-40.78363448460042,12.941884879869491,-21.920733057924267,-0.14721164426669706,0.058889757213715754,0.9873503574150388,0.04719887974760014,0.07835459274458481,0.9958076237639485,53.45758109688491,48.72933588395357,3.513410084169397,3.51790497092499
