timestamp,confidence_008,norm_pos_x_008,norm_pos_y_008,gaze_point_3d_x_008,gaze_point_3d_y_008,gaze_point_3d_z_008,eye_center0_3d_x_008,eye_center0_3d_y_008,eye_center0_3d_z_008,eye_center1_3d_x_008,eye_center1_3d_y_008,eye_center1_3d_z_008,gaze_normal0_x_008,gaze_normal0_y_008,gaze_normal0_z_008,gaze_normal1_x_008,gaze_normal1_y_008,gaze_normal1_z_008,diameter0_2d_008,diameter1_2d_008,diameter0_3d_008,diameter1_3d_008,Timestamp RAW (no units)_008,Timestamp CAL (mSecs)_008,System Timestamp CAL (mSecs)_008,Wide Range Accelerometer X RAW (no units)_008,Wide Range Accelerometer X CAL (m/(sec ^2))_008,Wide Range Accelerometer Y RAW (no units)_008,Wide Range Accelerometer Y CAL (m/(sec ^2))_008,Wide Range Accelerometer Z RAW (no units)_008,Wide Range Accelerometer Z CAL (m/(sec ^2))_008,VSenseBatt RAW (no units)_008,VSenseBatt CAL (m Volts)_008,Internal ADC A13 RAW (no units)_008,Internal ADC A13 CAL (m Volts)_008,GSR RAW (no units)_008,GSR CAL (kOhms)_008,GSR Conductance CAL (u Siemens)_008
161252.3262042,0.9938086271286011,0.5940298612044701,0.1380079294855694,52.54963907917778,92.22702501288364,311.5892762069499,18.546124034200812,10.986962191477812,-22.180182561521256,-42.03056461618376,11.66775243025705,-23.95873537334276,0.09907690803582574,0.2695060575874931,0.95788843359637,0.2635335101649028,0.19069890155493485,0.9456130381746575,49.11003655213236,61.561790965212026,4.746093398916896,4.7828004026988555,14263667.0,1440539.0,1712693444608.0,-944.0,0.5787860155105591,64.0,0.039239730685949326,-15776.0,9.672593116760254,2719.0,3959.9794921875,2368.0,1734.798583984375,51632.0,1252.990234375,0.7980908155441284
161252.3935407,1.0,0.5944688620616014,0.13910357087831737,53.13948565531226,92.52437516574672,313.7556417804693,18.546124034200812,10.986962191477812,-22.180182561521256,-42.03056461618376,11.66775243025705,-23.95873537334276,0.10013450391042643,0.2682825699404109,0.958121883578901,0.2635335101649028,0.19069890155493485,0.9456130381746575,49.090006262620875,61.561790965212026,4.744293635299225,4.7828004026988555,14263923.0,1440546.875,1712693444608.0,-912.0,0.5591661334037781,16.0,0.009809932671487331,-15776.0,9.672593116760254,2733.0,3980.369140625,2380.0,1743.5897216796875,51632.0,1252.990234375,0.7980908155441284
161252.4607114,1.0,0.5924807897925706,0.1501946521968205,49.9959941417132,85.62975628049148,302.1981749807925,nan,nan,nan,-250.17150082027337,-97.04655112039164,-53.51075333367042,nan,nan,nan,0.6003349899239733,0.36535261480176634,0.7114178566289259,nan,61.561790965212026,nan,4.7828004026988555,14264179.0,1440554.75,1712693444608.0,-944.0,0.5787860155105591,0.0,0.0,-15760.0,9.6627836227417,2747.0,4000.759033203125,2419.0,1772.1611328125,51632.0,1252.990234375,0.7980908155441284
161252.5277995,1.0,0.5942430499834989,0.14067642510951872,53.20162628536063,92.36973531623669,314.9815919218292,18.546124034200812,10.986962191477812,-22.180182561521256,-42.03056461618376,11.66775243025705,-23.95873537334276,0.09999676971111184,0.2680896348882139,0.9581902700992361,0.2628501059303458,0.18852265078190192,0.9462394157688482,49.15374966911296,61.89599802676916,4.750681198192363,4.809128659845677,14264435.0,1440562.5,1712693444608.0,-896.0,0.54935622215271,16.0,0.009809932671487331,-15776.0,9.672593116760254,2730.0,3976.0,2395.0,1754.5787353515625,51632.0,1252.990234375,0.7980908155441284
161252.5948905,0.9953851699829102,0.5943951207103961,0.14153260114564759,53.413348948788595,92.33817812462377,315.8106596626541,18.546124034200812,10.986962191477812,-22.180182561521256,-42.03056461618376,11.66775243025705,-23.95873537334276,0.10036100600248338,0.2668675017799613,0.9584932993860165,0.2628501059303458,0.18852265078190192,0.9462394157688482,49.332325054992175,61.89599802676916,4.768499767772957,4.809128659845677,14264691.0,1440570.25,1712693444608.0,-928.0,0.568976104259491,16.0,0.009809932671487331,-15744.0,9.652973175048828,2744.0,3996.3896484375,2414.0,1768.4981689453125,51633.0,1252.2935791015625,0.7985348105430603
161252.6626012,0.9953851699829102,0.5939517856455941,0.14302338867788644,53.80276788295197,92.97182807057246,319.6920064704832,18.546124034200812,10.986962191477812,-22.180182561521256,-42.03056461618376,11.66775243025705,-23.95873537334276,0.10036100600248338,0.2668675017799613,0.9584932993860165,0.26109290642428,0.18707069765426015,0.9470137529593066,49.332325054992175,61.86894024498014,4.768499767772957,4.806494444681276,14264947.0,1440578.125,1712693444608.0,-912.0,0.5591661334037781,16.0,0.009809932671487331,-15776.0,9.672593116760254,2732.0,3978.912841796875,2392.0,1752.3809814453125,51632.0,1252.990234375,0.7980908155441284
161252.7300505,1.0,0.5937876425997565,0.1429547822119962,53.579232143844706,92.75954825077679,318.8985206081143,18.546124034200812,10.986962191477812,-22.180182561521256,-42.03056461618376,11.66775243025705,-23.95873537334276,0.09996369479375933,0.26675533120728573,0.9585660399762093,0.26109290642428,0.18707069765426015,0.9470137529593066,49.38611218791126,61.86894024498014,4.77388496304104,4.806494444681276,14265203.0,1440586.0,1712693444608.0,-896.0,0.54935622215271,16.0,0.009809932671487331,-15776.0,9.672593116760254,2738.0,3987.6513671875,2404.0,1761.172119140625,51633.0,1252.2935791015625,0.7985348105430603
161252.7978141,1.0,0.5938631055115614,0.1436204585380706,53.50477881842009,92.35832057064039,318.26139683239614,18.546124034200812,10.986962191477812,-22.180182561521256,-42.03056461618376,11.66775243025705,-23.95873537334276,0.09996369479375933,0.26675533120728573,0.9585660399762093,0.2613783891614998,0.1857222324999887,0.9472003959218764,49.38611218791126,62.0741727206959,4.77388496304104,4.823377309209358,14265459.0,1440593.75,1712693444608.0,-912.0,0.5591661334037781,32.0,0.019619865342974663,-15744.0,9.652973175048828,2738.0,3987.6513671875,2403.0,1760.4395751953125,51631.0,1253.687744140625,0.7976468205451965
161252.8648382,1.0,0.5944503290862886,0.14446538992752234,54.31366928367139,92.9448514317413,321.19347572861216,18.546124034200812,10.986962191477812,-22.180182561521256,-42.03056461618376,11.66775243025705,-23.95873537334276,0.10138285117295233,0.26615258080911913,0.9585845404640575,0.2613783891614998,0.1857222324999887,0.9472003959218764,49.4785614206935,62.0741727206959,4.782930204629879,4.823377309209358,14265715.0,1440601.5,1712693444608.0,-912.0,0.5591661334037781,-16.0,-0.009809932671487331,-15824.0,9.70202350616455,2737.0,3986.19482421875,2409.0,1764.835205078125,51633.0,1252.2935791015625,0.7985348105430603
161252.9327035,1.0,0.5943860679964159,0.1449316718009419,54.36970507917333,92.95763835363829,321.7755425039276,18.546124034200812,10.986962191477812,-22.180182561521256,-42.03056461618376,11.66775243025705,-23.95873537334276,0.10138285117295233,0.26615258080911913,0.9585845404640575,0.2611196620867022,0.1850768258833867,0.9473980634309198,49.4785614206935,62.03571846786634,4.782930204629879,4.820484642198894,14265971.0,1440609.375,1712693444608.0,-880.0,0.5395463109016418,0.0,0.0,-15760.0,9.6627836227417,2732.0,3978.912841796875,2387.0,1748.7178955078125,51632.0,1252.990234375,0.7980908155441284
