timestamp,Timestamp RAW (no units)_003,Timestamp CAL (mSecs)_003,System Timestamp CAL (mSecs)_003,Wide Range Accelerometer X RAW (no units)_003,Wide Range Accelerometer X CAL (m/(sec ^2))_003,Wide Range Accelerometer Y RAW (no units)_003,Wide Range Accelerometer Y CAL (m/(sec ^2))_003,Wide Range Accelerometer Z RAW (no units)_003,Wide Range Accelerometer Z CAL (m/(sec ^2))_003,VSenseBatt RAW (no units)_003,VSenseBatt CAL (m Volts)_003,Internal ADC A13 RAW (no units)_003,Internal ADC A13 CAL (m Volts)_003,GSR RAW (no units)_003,GSR CAL (kOhms)_003,GSR Conductance CAL (u Siemens)_003,confidence_003,norm_pos_x_003,norm_pos_y_003,gaze_point_3d_x_003,gaze_point_3d_y_003,gaze_point_3d_z_003,eye_center0_3d_x_003,eye_center0_3d_y_003,eye_center0_3d_z_003,eye_center1_3d_x_003,eye_center1_3d_y_003,eye_center1_3d_z_003,gaze_normal0_x_003,gaze_normal0_y_003,gaze_normal0_z_003,gaze_normal1_x_003,gaze_normal1_y_003,gaze_normal1_z_003,diameter0_2d_003,diameter1_2d_003,diameter0_3d_003,diameter1_3d_003
410674.2262078,7691696.0,2099211.0,1711300673536.0,-192.0,0.11771918833255768,0.0,0.0,-17584.0,10.781115531921387,2759.0,4018.23583984375,2490.0,1824.17578125,34875.0,479.115478515625,2.08717942237854,0.9378297626972198,0.5043013178423233,0.16624607789549306,3.267828427890894,53.15592258129523,201.49961441765703,19.76014329543384,16.3202747584833,-18.637684684981533,-40.09961877090083,14.366260969267675,-21.36716545882892,-0.0742372369946779,0.18727816640290204,0.9794976881198664,0.18879517981250704,0.14562458150753887,0.9711590298917667,34.28047055141427,35.61890184162452,2.201795497066484,2.708208125163459
410674.2927329,7691952.0,2099218.75,1711300673536.0,-192.0,0.11771918833255768,32.0,0.019619865342974663,-17536.0,10.751686096191406,2768.0,4031.343505859375,2522.0,1847.6190185546875,34876.0,478.7793884277344,2.0886447429656982,0.9378297626972198,0.5030906688170814,0.16334950609782029,2.8318815688033947,53.13189535571508,199.23295288550176,19.76014329543384,16.3202747584833,-18.637684684981533,-40.09961877090083,14.366260969267675,-21.36716545882892,-0.0769697314731373,0.19036771352539583,0.9786908572598735,0.18879517981250704,0.14562458150753887,0.9711590298917667,34.20876375332125,35.61890184162452,2.1971447794130525,2.708208125163459
410674.3596843,7692208.0,2099226.5,1711300673536.0,-176.0,0.10790925472974777,48.0,0.02942979708313942,-17584.0,10.781115531921387,2761.0,4021.148681640625,2508.0,1837.3626708984375,34875.0,479.115478515625,2.08717942237854,0.967107504606247,0.502646356937082,0.16307104056055144,2.705419981065198,53.5956125531575,200.76440425153794,19.76014329543384,16.3202747584833,-18.637684684981533,-40.09961877090083,14.366260969267675,-21.36716545882892,-0.0769697314731373,0.19036771352539583,0.9786908572598735,0.18696566057157865,0.14740581160492502,0.9712442372915921,34.20876375332125,35.3695659407637,2.1971447794130525,2.6893507034520794
410674.4270594,7692464.0,2099234.5,1711300673536.0,-192.0,0.11771918833255768,48.0,0.02942979708313942,-17600.0,10.790925979614258,2755.0,4012.41015625,2508.0,1837.3626708984375,34876.0,478.7793884277344,2.0886447429656982,0.967107504606247,0.5003424031726476,0.16089478716038397,1.8963201563798417,52.89907548107243,196.56239542173802,19.76014329543384,16.3202747584833,-18.637684684981533,-40.09961877090083,14.366260969267675,-21.36716545882892,-0.08212580776245225,0.19057094918981793,0.9782321120389867,0.18696566057157865,0.14740581160492502,0.9712442372915921,34.559559734908355,35.3695659407637,2.2196063815321927,2.6893507034520794
410674.4947457,7692720.0,2099242.25,1711300673536.0,-272.0,0.1667688488960266,32.0,0.019619865342974663,-17616.0,10.800735473632812,2769.0,4032.800048828125,2520.0,1846.15380859375,34875.0,479.115478515625,2.08717942237854,0.9578012526035309,0.49925287739881263,0.1625341919827954,1.569916625378065,53.62115056025466,200.46839648107124,19.76014329543384,16.3202747584833,-18.637684684981533,-40.09961877090083,14.366260969267675,-21.36716545882892,-0.08212580776245225,0.19057094918981793,0.9782321120389867,0.18240869775256885,0.14794268217160175,0.9720288214739748,34.559559734908355,35.45016072113324,2.2196063815321927,2.6952597042765194
410674.5625845,7692976.0,2099250.0,1711300673536.0,-240.0,0.1471489816904068,32.0,0.019619865342974663,-17600.0,10.790925979614258,2768.0,4031.343505859375,2529.0,1852.7471923828125,34876.0,478.7793884277344,2.0886447429656982,0.9578012526035309,0.4992657515531455,0.16092158264267542,1.5747996188225937,53.94496155691404,200.47144955730238,19.76014329543384,16.3202747584833,-18.637684684981533,-40.09961877090083,14.366260969267675,-21.36716545882892,-0.08211243411598082,0.1933360406301328,0.977690504994813,0.18240869775256885,0.14794268217160175,0.9720288214739748,34.42979734282094,35.45016072113324,2.211816594745006,2.6952597042765194
410674.6296784,7693232.0,2099257.75,1711300673536.0,-192.0,0.11771918833255768,96.0,0.05885959416627884,-17728.0,10.869405746459961,2767.0,4029.88720703125,2535.0,1857.142822265625,34876.0,478.7793884277344,2.0886447429656982,0.9566927552223206,0.49906309018082756,0.16205130856259742,1.5129097208047249,53.93615885716011,201.28361747305155,19.76014329543384,16.3202747584833,-18.637684684981533,-40.09961877090083,14.366260969267675,-21.36716545882892,-0.08211243411598082,0.1933360406301328,0.977690504994813,0.18154173426437786,0.14667493570088816,0.972383186792852,34.42979734282094,35.4476040322991,2.211816594745006,2.695202910006857
410674.6977261,7693488.0,2099265.5,1711300673536.0,-192.0,0.11771918833255768,80.0,0.04904966428875923,-17680.0,10.839975357055664,2753.0,4009.497314453125,2505.0,1835.164794921875,34876.0,478.7793884277344,2.0886447429656982,0.9566927552223206,0.49814880528646677,0.1618794248250809,1.1966705214906934,53.51880246181861,199.60000183810317,19.76014329543384,16.3202747584833,-18.637684684981533,-40.09961877090083,14.366260969267675,-21.36716545882892,-0.08414748462154664,0.1922441315512861,0.9777327828788183,0.18154173426437786,0.14667493570088816,0.972383186792852,34.558011209712575,35.4476040322991,2.2200172371951723,2.695202910006857
410674.7657269,7693744.0,2099273.5,1711300673536.0,-160.0,0.09809932857751846,48.0,0.02942979708313942,-17680.0,10.839975357055664,2769.0,4032.800048828125,2529.0,1852.7471923828125,34876.0,478.7793884277344,2.0886447429656982,0.9329039752483368,0.4984042829840528,0.16054654799772183,1.2754708997986555,53.515338998071734,198.59994186885496,19.76014329543384,16.3202747584833,-18.637684684981533,-40.09961877090083,14.366260969267675,-21.36716545882892,-0.08414748462154664,0.1922441315512861,0.9777327828788183,0.18263279476781527,0.1481198354030832,0.9719597608108376,34.558011209712575,35.35945158668362,2.2200172371951723,2.6890259342795693
410674.8335844,7694000.0,2099281.25,1711300673536.0,-160.0,0.09809932857751846,112.0,0.06866952776908875,-17616.0,10.800735473632812,2770.0,4034.25634765625,2530.0,1853.4798583984375,34875.0,479.115478515625,2.08717942237854,0.9329039752483368,0.4972258119058619,0.1598643361555847,0.8766285666705365,53.078689442224416,196.48380812687626,19.76014329543384,16.3202747584833,-18.637684684981533,-40.09961877090083,14.366260969267675,-21.36716545882892,-0.08676992535126095,0.19162030764697136,0.9776260214170942,0.18263279476781527,0.1481198354030832,0.9719597608108376,34.58278847917014,35.35945158668362,2.2216859962223956,2.6890259342795693
